doesHaveLinks,doesHaveSpammyWords,lengthOfText,numberOfSymbols,numberOfWordsContainingLettersAndNumbers,numberOfWordsContainingOnlyLetters,numberOfWordsContainingOnlyUppercaseLetters,class label
False,False,86,1,0,18,1,ham
False,True,50,2,0,5,0,spam
False,False,121,2,0,22,3,ham
False,False,61,3,0,8,1,ham
False,False,14,3,0,2,0,ham
False,False,120,6,0,20,1,ham
False,False,78,6,0,11,1,ham
False,False,50,2,0,8,0,ham
False,False,27,1,0,3,0,ham
False,False,444,42,8,40,5,ham
False,False,79,5,0,10,0,ham
False,False,84,11,0,12,2,ham
False,False,62,3,0,12,1,ham
False,False,33,0,0,8,0,ham
False,False,68,4,0,11,13,ham
False,False,107,8,0,19,1,ham
False,False,37,4,0,4,0,ham
False,False,132,2,0,25,0,ham
False,True,139,4,2,17,4,spam
False,True,105,3,0,12,0,spam
False,False,69,3,0,12,0,ham
False,False,83,3,0,12,0,ham
False,False,38,0,0,7,0,ham
False,False,114,6,0,17,3,ham
False,False,151,11,0,15,3,ham
False,False,80,4,0,15,1,ham
False,False,80,3,1,16,0,ham
False,True,157,2,0,22,0,spam
False,True,134,6,1,17,1,spam
False,False,158,17,0,17,3,ham
False,False,35,0,0,8,0,ham
False,False,40,2,0,6,3,spam
False,False,165,5,0,25,3,ham
False,False,42,3,0,7,1,ham
False,False,153,4,0,24,25,ham
False,False,320,27,7,25,0,ham
False,False,93,1,0,20,21,ham
False,False,148,3,0,26,0,ham
False,False,50,4,0,7,0,ham
False,False,72,5,0,10,1,ham
False,False,55,1,0,12,0,ham
False,False,158,2,0,33,35,ham
False,False,54,2,0,10,2,ham
False,False,113,13,0,16,0,ham
False,False,70,2,1,14,0,ham
True,True,146,4,1,19,4,spam
False,False,77,3,0,13,1,ham
False,False,72,3,0,10,0,ham
False,False,33,2,0,4,0,ham
False,False,32,3,0,5,0,ham
False,False,91,7,0,15,2,ham
False,False,22,0,0,6,0,ham
False,False,148,3,0,29,0,ham
False,False,145,16,0,26,3,ham
False,False,126,3,0,23,2,ham
False,False,28,6,0,3,0,ham
False,False,52,4,0,7,0,ham
False,False,36,2,0,7,0,ham
False,False,126,2,0,23,1,ham
False,False,47,4,0,6,0,ham
False,False,27,2,0,3,0,ham
False,False,41,2,0,7,0,ham
False,False,129,9,0,19,2,ham
False,True,140,3,1,21,0,spam
False,False,83,2,0,16,0,ham
False,False,41,3,0,6,0,ham
False,False,28,3,0,5,0,ham
False,False,34,2,0,6,8,ham
False,False,39,3,0,8,1,ham
False,False,54,10,0,7,3,ham
False,False,90,2,0,17,1,ham
False,False,35,3,0,6,0,ham
False,False,34,3,0,4,0,ham
False,False,91,4,0,15,2,ham
False,False,52,3,0,8,0,ham
False,False,45,2,0,5,0,ham
False,False,54,7,0,5,0,ham
False,False,77,3,0,14,1,ham
False,False,22,2,0,2,0,ham
False,False,22,2,0,3,0,ham
False,False,368,10,1,59,0,ham
False,False,28,1,0,5,0,ham
False,False,82,0,0,19,0,ham
False,False,55,5,0,9,2,ham
False,False,68,4,0,10,1,ham
False,False,29,1,1,4,0,ham
False,False,115,3,0,21,1,ham
False,False,67,10,0,6,0,ham
False,False,96,10,0,16,2,ham
False,True,78,3,0,11,1,spam
False,False,25,2,0,3,0,ham
False,False,104,2,0,20,0,ham
False,False,44,2,0,7,0,ham
False,False,18,7,0,0,0,ham
False,False,47,2,0,7,0,ham
False,False,22,2,0,2,0,ham
False,False,31,1,0,6,1,ham
False,False,39,3,0,7,1,ham
False,False,40,3,0,4,0,ham
False,False,69,5,0,8,0,ham
False,False,79,4,0,14,0,ham
False,False,117,6,0,21,0,ham
False,False,38,1,0,6,0,ham
False,False,65,2,0,10,0,ham
False,False,23,0,0,5,0,ham
False,False,3,2,0,0,0,ham
False,False,151,5,0,24,3,ham
False,False,58,3,0,10,1,ham
False,False,24,0,0,4,0,ham
False,False,31,3,0,6,0,ham
False,False,33,1,0,4,0,ham
False,True,150,4,2,15,3,spam
False,False,54,1,0,10,1,ham
False,False,60,5,0,10,1,ham
False,True,160,3,1,21,2,spam
False,False,9,3,0,1,0,ham
False,False,71,7,0,11,0,ham
False,False,28,1,0,4,0,ham
False,False,41,4,1,5,0,ham
False,False,29,1,0,5,1,ham
False,True,81,0,0,12,1,spam
False,False,34,2,0,6,0,ham
False,False,31,1,0,6,0,ham
False,False,11,3,0,1,0,ham
False,False,129,3,0,25,1,ham
False,False,11,1,0,2,0,ham
False,True,127,3,2,15,1,spam
False,False,28,0,0,6,0,ham
False,False,47,1,0,6,0,ham
False,False,59,4,0,7,0,ham
False,True,153,3,1,23,1,spam
False,False,31,2,0,4,0,ham
False,False,140,11,0,21,0,ham
False,False,44,4,0,4,0,ham
False,False,65,8,0,10,3,ham
False,False,22,1,0,3,0,ham
False,False,82,7,1,8,12,ham
False,False,158,9,0,20,1,ham
False,True,157,3,1,21,0,spam
False,False,120,9,0,18,0,ham
False,False,131,15,0,19,2,ham
False,False,40,1,0,7,0,ham
False,False,52,2,0,9,1,ham
False,False,34,1,0,8,0,ham
False,False,23,3,0,2,0,ham
False,False,29,0,0,6,0,ham
False,False,48,0,0,9,0,ham
False,False,38,3,0,7,0,ham
False,True,136,6,0,22,2,spam
False,True,157,1,0,23,2,spam
False,True,153,3,1,23,1,spam
False,True,64,3,1,8,3,spam
False,True,160,9,2,10,1,spam
False,True,158,5,0,21,2,spam
False,True,161,2,4,22,5,spam
False,False,31,2,0,4,0,ham
False,False,86,1,0,16,1,ham
False,False,34,6,0,3,0,ham
False,False,56,4,0,7,0,ham
False,False,193,3,0,29,2,ham
False,False,34,2,0,4,0,ham
False,False,124,6,0,25,3,ham
False,True,106,4,0,11,0,spam
False,False,152,23,0,14,1,ham
False,False,65,1,1,10,0,ham
False,False,103,4,0,13,0,ham
False,False,51,2,0,9,0,ham
False,False,29,1,0,4,0,ham
False,False,25,0,0,6,0,ham
False,False,78,4,0,12,1,ham
False,False,30,1,0,5,0,ham
False,True,139,6,0,21,3,spam
True,True,153,5,0,18,0,spam
False,False,135,5,1,19,1,ham
False,False,44,2,0,8,2,ham
False,False,89,5,0,10,0,ham
False,False,142,14,0,21,0,ham
False,False,49,2,0,9,1,ham
False,False,54,7,0,8,0,ham
False,False,19,6,0,0,0,ham
False,False,34,2,0,5,0,ham
False,False,107,1,0,21,1,ham
False,False,24,0,0,5,0,ham
False,False,274,12,0,32,0,ham
False,False,118,5,0,23,1,ham
False,False,158,5,0,27,0,ham
False,False,28,3,0,3,0,ham
False,False,127,2,1,26,6,ham
False,False,52,2,0,9,0,ham
False,True,153,3,2,27,3,spam
False,False,131,5,1,20,1,ham
False,False,155,10,0,30,2,ham
True,True,101,8,0,7,0,spam
False,False,73,2,0,15,0,ham
False,False,8,0,0,2,0,ham
False,False,57,2,0,8,1,ham
False,False,106,2,0,18,0,ham
False,True,157,5,3,19,4,spam
False,False,56,5,0,8,0,ham
False,False,49,4,0,5,0,ham
False,False,27,4,0,2,0,ham
False,False,176,11,0,25,0,ham
False,False,92,3,0,15,1,ham
False,False,31,1,0,5,0,ham
False,False,38,4,0,3,0,ham
False,False,156,3,0,28,0,ham
False,False,66,8,0,6,1,ham
False,False,180,6,0,33,1,ham
False,False,63,1,0,14,1,ham
False,False,59,1,0,10,0,ham
False,False,25,1,0,4,0,ham
False,False,24,5,0,2,0,ham
False,True,148,0,1,24,1,spam
False,False,149,10,0,23,2,ham
False,False,165,14,0,23,1,ham
False,False,63,6,0,9,0,ham
False,False,32,1,0,4,0,ham
False,False,29,2,0,3,0,ham
False,False,35,3,0,6,0,ham
False,False,22,2,0,3,0,ham
False,False,105,3,0,23,0,ham
False,False,3,1,0,0,0,ham
False,False,126,11,0,16,1,ham
False,False,31,1,0,6,0,ham
False,True,140,3,1,21,0,spam
False,True,161,12,6,17,1,spam
False,False,75,6,0,12,0,ham
False,False,121,3,0,21,0,ham
False,False,75,2,0,14,0,ham
False,False,95,1,0,17,1,ham
False,True,156,26,0,15,8,spam
False,False,114,14,0,16,0,ham
False,False,26,0,0,7,1,ham
False,False,48,3,0,10,0,ham
False,False,25,0,0,6,0,ham
False,False,38,1,0,5,0,ham
False,False,7,3,0,0,0,ham
False,False,36,2,0,4,0,ham
False,False,189,8,3,26,0,ham
False,False,125,4,0,19,0,ham
False,False,55,0,0,11,1,ham
False,False,38,2,0,6,0,ham
False,False,29,3,0,4,0,ham
False,False,46,1,0,6,0,ham
False,False,62,2,0,12,1,ham
False,False,32,3,0,4,0,ham
False,False,194,4,0,35,2,ham
False,False,287,6,0,54,1,ham
False,False,37,1,0,7,0,ham
False,False,42,0,0,8,0,ham
False,False,70,2,0,13,1,ham
False,False,77,4,0,14,0,ham
False,False,115,3,1,21,2,ham
False,False,15,2,0,2,0,ham
False,False,49,1,0,8,0,ham
False,False,53,3,0,10,1,ham
False,False,92,7,0,13,18,ham
False,False,33,3,0,5,0,ham
False,True,150,3,2,17,0,spam
False,True,157,8,2,23,0,spam
False,False,87,4,1,15,0,ham
False,False,36,3,0,5,0,ham
False,False,134,9,0,23,0,ham
False,False,22,2,0,2,0,ham
False,False,26,2,0,3,0,ham
False,False,24,2,0,3,0,ham
False,False,97,6,0,20,0,ham
False,False,153,15,0,23,1,ham
False,False,139,2,0,18,0,ham
False,False,45,2,0,7,1,ham
False,False,69,2,0,13,0,ham
False,False,40,0,0,8,0,ham
False,False,30,0,0,8,1,ham
False,False,40,5,0,5,0,ham
False,False,84,3,0,14,0,ham
False,False,25,0,0,5,0,ham
False,False,140,8,0,28,31,ham
False,True,152,8,5,16,4,spam
False,False,71,8,0,8,0,ham
False,False,85,8,0,14,2,ham
False,False,69,1,0,14,1,ham
False,False,23,3,0,5,1,ham
False,False,25,1,0,4,0,ham
False,False,24,0,0,6,0,ham
False,False,30,0,0,7,0,ham
False,True,162,3,6,18,3,spam
False,False,28,3,0,4,0,ham
False,False,43,4,0,6,1,ham
False,False,39,2,0,8,0,ham
False,True,157,4,3,20,4,spam
False,False,83,3,0,14,2,ham
False,True,68,2,2,7,2,spam
False,False,73,5,0,12,0,ham
False,True,133,10,3,17,1,spam
False,False,47,2,0,7,0,ham
False,False,322,24,1,39,3,ham
False,False,59,4,0,12,0,ham
True,True,134,10,1,11,3,spam
False,False,42,0,0,8,0,ham
False,False,31,2,0,3,0,ham
False,True,145,8,4,13,5,spam
False,False,30,1,0,6,0,ham
False,False,36,2,0,5,0,ham
False,True,149,7,2,19,2,spam
False,False,29,1,0,6,0,ham
False,False,59,1,0,13,0,ham
False,False,154,8,0,22,5,ham
False,False,47,0,0,8,0,ham
False,False,87,6,0,14,2,ham
False,False,126,3,0,17,0,ham
False,False,128,2,0,25,0,ham
False,False,12,3,0,1,0,ham
False,False,53,2,0,7,0,ham
False,False,41,1,0,7,1,ham
False,True,143,7,4,13,4,spam
False,False,176,11,0,25,0,ham
False,True,155,2,1,28,2,spam
False,False,99,4,0,17,0,ham
False,False,72,2,0,11,0,ham
False,False,123,6,0,20,0,ham
False,False,69,2,0,13,2,ham
False,False,39,0,0,9,0,ham
False,False,17,3,0,2,1,ham
False,False,22,2,0,2,0,ham
False,True,157,3,1,22,3,spam
False,False,48,1,0,9,0,ham
False,False,38,2,0,4,0,ham
False,True,115,6,1,10,2,spam
False,False,30,2,0,5,0,ham
False,False,38,2,0,7,0,ham
False,False,25,0,0,6,1,ham
False,False,28,1,0,5,0,ham
False,False,46,1,0,7,0,ham
False,False,72,2,0,12,1,ham
False,False,41,6,0,6,0,ham
False,False,31,1,0,5,0,ham
False,False,59,5,0,8,1,ham
False,False,28,0,0,7,1,ham
False,False,30,1,0,5,0,ham
False,False,131,15,0,19,2,ham
False,False,55,3,0,9,1,ham
False,False,32,2,0,5,0,ham
False,False,138,3,0,24,1,ham
False,False,125,4,0,20,2,ham
False,False,13,2,0,2,1,ham
False,False,81,3,0,9,1,ham
False,False,155,6,0,28,0,ham
False,False,74,2,0,11,0,ham
False,False,34,2,0,6,1,ham
False,True,166,4,2,22,4,spam
False,False,84,5,0,17,1,ham
False,False,190,3,0,34,0,ham
False,False,42,6,0,6,0,ham
False,False,37,2,0,5,0,ham
False,False,38,5,0,1,0,ham
False,False,87,2,0,19,8,ham
False,False,43,3,0,5,0,ham
False,False,73,5,0,12,0,ham
False,False,65,3,0,13,0,ham
False,False,36,0,0,7,1,ham
False,True,157,3,3,23,6,spam
False,False,38,4,0,5,0,ham
False,False,27,1,0,5,1,ham
False,False,21,1,0,5,0,ham
False,False,73,16,0,6,0,ham
False,False,191,8,0,30,0,ham
False,False,102,5,1,13,19,ham
False,False,34,1,0,6,0,ham
False,True,152,5,1,19,0,spam
False,False,31,2,0,5,0,ham
False,False,154,1,0,28,0,ham
False,True,127,10,1,15,3,spam
False,False,98,9,0,15,0,ham
False,False,107,6,0,15,1,ham
False,False,27,3,0,3,1,ham
False,True,156,9,3,17,0,spam
False,False,59,1,0,12,0,ham
False,False,57,3,0,10,0,ham
False,False,136,6,0,18,0,ham
False,False,56,6,0,7,1,ham
False,False,77,3,0,13,0,ham
False,False,44,4,0,9,1,ham
False,False,46,1,0,7,0,ham
False,False,53,2,0,9,0,ham
False,False,32,0,0,7,0,ham
False,False,31,1,1,4,0,ham
False,False,55,5,0,7,0,ham
False,False,40,3,0,4,0,ham
False,False,51,3,0,8,1,ham
False,False,39,10,0,2,0,ham
False,False,43,5,0,7,1,ham
False,False,35,1,0,6,0,ham
False,False,133,6,2,20,0,ham
False,False,158,24,0,18,2,ham
False,False,48,3,0,5,0,ham
False,False,37,7,0,5,1,ham
False,False,169,9,0,26,1,ham
False,False,135,13,0,19,1,ham
False,False,33,1,0,6,0,ham
False,False,52,0,0,11,0,ham
False,False,29,6,0,3,0,ham
False,False,29,2,0,5,0,ham
False,False,103,7,1,16,0,ham
False,False,55,2,0,8,0,ham
False,True,150,7,3,21,1,spam
False,False,24,3,0,4,0,ham
False,False,54,6,0,5,1,ham
False,False,43,2,0,6,0,ham
False,True,179,7,3,17,4,spam
False,False,23,1,0,2,0,ham
False,False,51,1,0,10,1,ham
False,False,40,0,0,8,1,ham
False,False,155,5,0,25,2,ham
False,False,83,9,0,16,2,ham
False,False,26,0,0,6,0,ham
False,False,38,7,0,5,0,ham
False,False,82,7,0,13,1,ham
False,False,38,2,0,6,1,ham
False,False,26,1,0,5,0,ham
False,False,25,1,0,3,0,ham
False,False,24,0,0,5,0,ham
False,False,58,3,0,9,0,ham
False,False,46,0,0,11,0,ham
False,False,90,3,0,17,2,ham
False,False,128,1,0,26,0,ham
False,False,70,7,1,9,0,ham
False,False,30,2,0,5,1,ham
False,True,159,3,4,23,0,spam
False,False,44,5,1,5,0,ham
False,False,69,10,0,10,2,ham
False,False,42,9,0,2,1,ham
False,False,21,1,0,4,0,ham
False,False,158,16,0,31,6,ham
False,False,127,12,0,20,0,ham
False,False,39,4,0,6,1,ham
False,False,47,3,0,6,0,ham
False,False,65,5,0,8,0,ham
False,False,36,0,0,8,0,ham
False,True,114,7,2,9,1,spam
False,False,36,5,0,3,0,ham
False,False,37,2,0,6,8,ham
False,False,31,2,0,6,0,ham
False,False,18,1,0,3,0,ham
False,False,86,6,0,14,2,ham
False,False,159,8,0,25,1,ham
False,False,92,13,0,8,1,ham
False,False,39,1,0,3,0,ham
False,False,28,2,0,4,0,ham
False,False,66,3,0,11,1,ham
False,True,197,12,1,20,1,spam
False,False,35,1,0,7,0,ham
False,False,37,2,0,6,0,ham
False,False,38,7,0,4,0,ham
False,False,34,1,0,6,0,ham
False,True,156,10,3,13,3,spam
False,False,34,3,0,5,0,ham
False,False,30,3,0,5,0,ham
False,False,45,4,0,3,1,ham
False,False,137,3,0,22,1,ham
False,False,24,2,0,3,0,ham
False,False,51,2,0,10,1,ham
False,False,293,23,1,36,2,ham
False,False,28,0,0,7,0,ham
False,False,37,2,0,5,0,ham
False,False,33,3,0,2,0,ham
False,False,33,2,1,4,0,ham
False,False,49,1,0,9,0,ham
False,False,263,23,0,41,2,ham
False,False,50,0,0,11,0,ham
False,False,26,0,0,5,0,ham
False,False,39,2,0,8,0,ham
False,True,13,1,1,0,0,spam
False,False,58,9,0,8,0,ham
False,False,62,3,0,8,1,ham
False,False,70,1,0,13,0,ham
False,False,50,2,0,8,0,ham
False,False,38,3,0,4,0,ham
False,False,62,7,0,12,1,ham
False,False,152,4,0,32,3,ham
False,True,147,1,2,20,0,spam
False,False,158,8,0,26,3,ham
False,False,45,7,0,4,0,ham
False,False,22,1,0,5,0,ham
False,False,26,0,0,7,0,ham
True,True,101,8,0,7,0,spam
False,False,45,3,0,6,0,ham
False,False,48,4,0,6,0,ham
False,True,109,5,1,17,3,spam
False,False,48,1,0,10,0,ham
False,False,66,4,0,8,3,ham
False,False,30,6,0,3,0,ham
False,False,110,4,0,19,0,ham
True,True,158,6,4,19,3,spam
False,False,34,8,0,3,0,ham
False,False,65,0,0,12,0,ham
False,True,137,4,2,17,4,spam
False,False,23,3,0,1,0,ham
False,False,35,2,0,4,0,ham
False,False,22,1,0,4,0,ham
False,False,96,4,1,15,0,ham
False,False,75,4,0,13,0,ham
False,False,81,3,0,13,0,ham
False,False,37,0,0,7,0,ham
False,False,71,4,0,11,2,ham
False,False,21,5,0,2,0,ham
False,False,126,5,0,20,2,ham
False,False,25,2,1,4,0,ham
False,True,159,12,6,15,4,spam
False,False,301,15,2,49,1,ham
False,True,86,3,1,7,0,spam
False,False,23,2,0,4,0,ham
False,False,198,13,0,28,0,ham
False,False,32,2,0,7,1,ham
False,False,30,1,0,4,0,ham
False,False,39,0,0,8,0,ham
False,False,98,5,0,16,0,ham
False,False,14,1,0,3,0,ham
False,False,27,1,0,3,4,ham
True,True,155,6,2,21,2,spam
False,False,37,2,0,6,0,ham
False,False,157,16,0,24,3,ham
False,True,156,11,2,12,0,spam
False,False,54,4,0,9,1,ham
False,False,39,2,0,7,0,ham
False,False,33,2,0,5,0,ham
False,False,45,3,0,5,0,ham
False,False,144,2,0,25,0,ham
False,False,180,36,0,15,1,ham
False,False,165,13,0,27,5,ham
False,False,61,8,0,7,0,ham
False,True,158,4,0,22,3,spam
False,False,39,3,0,4,0,ham
False,False,41,1,0,9,1,ham
False,False,74,4,0,9,0,ham
False,False,204,27,0,29,0,ham
False,False,88,2,0,13,1,ham
False,True,159,5,3,20,3,spam
False,False,74,1,0,13,0,ham
False,False,37,3,0,8,0,ham
False,False,39,0,0,8,0,ham
False,False,35,2,0,5,0,ham
False,False,43,2,0,5,0,ham
False,False,42,3,0,7,0,ham
False,False,37,2,0,5,0,ham
False,False,30,4,0,4,0,ham
False,False,82,5,0,14,0,ham
False,False,32,1,0,7,0,ham
False,False,28,2,0,5,0,ham
False,True,120,2,2,17,3,spam
False,False,55,2,0,9,0,ham
False,False,67,6,0,9,2,ham
False,False,244,11,0,38,2,ham
False,False,24,2,0,4,0,ham
False,False,159,6,0,18,2,ham
False,False,159,2,0,33,3,ham
False,False,70,2,0,12,0,ham
False,False,57,4,0,4,0,ham
True,True,162,4,1,21,4,spam
False,False,139,5,0,28,1,ham
False,False,40,2,0,9,1,ham
False,False,86,3,0,14,1,ham
False,False,116,16,0,17,1,ham
False,False,3,1,0,0,0,ham
False,False,53,1,0,10,1,ham
False,False,42,2,0,7,0,ham
False,False,54,3,0,7,0,ham
False,False,33,2,0,6,1,ham
False,False,30,2,0,3,0,ham
False,False,70,2,0,14,0,ham
False,False,94,6,1,14,1,ham
False,False,62,4,0,8,11,ham
False,False,72,4,0,8,0,ham
False,False,142,10,0,17,1,ham
False,False,85,7,0,14,0,ham
False,False,66,3,0,9,1,ham
False,False,32,5,0,5,1,ham
False,False,55,6,0,9,1,ham
False,True,162,4,1,24,3,spam
False,False,58,2,0,9,1,ham
False,False,16,1,0,3,1,ham
False,False,71,2,0,13,1,ham
False,False,38,4,0,4,0,ham
False,False,44,11,0,4,0,ham
False,False,77,6,0,10,0,ham
False,False,148,12,0,23,0,ham
False,True,152,5,3,19,2,spam
False,False,32,2,0,5,0,ham
False,False,85,4,0,16,0,ham
False,False,22,1,0,4,1,ham
False,True,139,5,0,20,1,spam
False,False,38,2,0,6,1,ham
True,True,109,18,1,1,0,spam
False,False,32,2,0,5,0,ham
False,True,107,6,1,16,0,spam
False,False,198,13,0,29,6,ham
False,False,104,5,1,13,15,ham
False,False,44,1,0,7,0,ham
False,False,42,2,0,6,0,ham
False,False,61,1,0,13,1,ham
False,False,43,2,0,9,0,ham
False,False,46,3,0,8,0,ham
False,False,76,2,0,12,1,ham
False,False,61,3,0,6,1,ham
False,False,74,11,0,10,2,ham
False,False,46,3,0,6,0,ham
False,False,61,6,0,12,0,ham
False,False,22,0,0,5,0,ham
False,False,50,3,0,5,0,ham
False,False,44,2,0,8,0,ham
False,False,257,7,0,43,0,ham
False,False,159,4,0,35,0,ham
False,False,58,2,0,9,1,ham
False,False,33,2,0,5,0,ham
False,False,95,9,0,14,1,ham
True,True,96,11,1,11,1,spam
False,False,29,0,0,6,0,ham
False,False,63,2,0,9,0,ham
False,False,53,2,0,8,0,ham
False,False,34,8,0,2,0,ham
False,False,33,2,0,2,0,ham
False,True,151,6,2,13,1,spam
False,False,65,4,0,10,0,ham
False,True,151,3,3,18,6,spam
False,False,30,1,0,5,0,ham
False,True,153,4,3,18,3,spam
False,False,19,1,0,2,0,ham
False,True,121,5,1,14,1,spam
False,False,36,3,0,3,0,ham
False,False,40,3,0,5,0,ham
False,False,63,10,0,8,2,ham
False,False,4,0,0,1,0,ham
False,False,50,4,0,7,0,ham
False,False,28,1,0,5,0,ham
False,False,57,3,0,9,1,ham
False,True,128,4,1,11,2,spam
False,True,145,4,0,18,0,spam
False,False,32,2,0,3,0,ham
False,False,38,0,0,9,0,ham
False,False,86,4,0,12,0,ham
False,False,37,1,0,5,0,ham
False,False,116,4,0,19,0,ham
False,False,77,14,0,9,0,ham
False,True,86,2,0,8,1,spam
False,False,17,0,0,3,0,ham
False,False,156,3,3,19,2,ham
False,False,38,3,0,5,2,ham
False,False,13,2,0,2,1,ham
False,False,88,6,0,19,0,ham
False,False,64,6,0,12,1,ham
False,False,205,12,0,32,3,ham
False,True,158,8,3,18,4,spam
False,False,112,6,0,13,0,ham
False,False,78,5,0,11,1,ham
False,False,121,6,0,22,0,ham
False,False,25,2,0,2,0,ham
False,False,46,2,0,6,0,ham
False,False,28,3,0,4,2,ham
False,False,126,6,0,21,2,ham
False,False,46,5,0,8,1,ham
False,False,23,2,0,3,0,ham
False,False,84,4,0,13,2,ham
False,False,72,3,0,10,0,ham
False,False,30,2,0,5,0,ham
False,False,22,2,0,2,0,ham
False,False,48,2,0,9,0,ham
False,False,24,2,0,4,0,ham
False,False,46,1,0,8,0,ham
False,False,86,3,0,15,0,ham
False,False,158,5,0,23,25,ham
False,False,31,3,0,5,3,ham
False,False,25,1,0,5,0,ham
False,True,100,4,0,14,3,spam
False,False,35,2,0,3,0,ham
False,False,106,6,0,21,3,ham
False,False,48,7,0,4,0,ham
False,False,60,4,0,9,1,ham
False,False,97,3,0,22,2,ham
False,False,36,2,0,4,0,ham
False,False,71,2,0,12,1,ham
False,False,83,3,0,15,1,ham
False,False,153,7,0,27,2,ham
False,False,38,0,0,10,0,ham
False,False,82,6,0,16,0,ham
False,True,114,8,0,12,0,spam
False,False,94,6,0,14,2,ham
False,False,52,7,0,9,2,ham
False,False,84,9,0,12,0,ham
False,False,33,3,0,5,0,ham
False,False,42,3,0,9,0,ham
False,False,24,1,0,5,0,ham
False,False,54,1,0,9,1,ham
False,False,23,1,0,5,0,ham
False,True,137,8,1,15,2,spam
False,False,45,1,0,9,0,ham
False,False,37,4,0,8,0,ham
False,False,28,4,0,3,0,ham
False,False,44,2,0,8,1,ham
False,True,135,3,1,20,4,spam
False,False,73,7,0,12,0,ham
False,False,202,7,0,32,1,ham
False,False,140,7,0,19,1,ham
False,True,146,3,2,17,0,spam
False,False,13,1,0,3,4,ham
False,False,29,1,0,4,0,ham
False,False,53,1,0,7,0,ham
False,False,132,31,0,17,0,ham
False,False,35,1,0,8,2,ham
False,True,160,5,2,20,6,spam
False,False,96,2,0,18,0,ham
False,False,73,4,1,11,14,ham
False,True,18,0,0,1,0,spam
False,False,55,1,0,12,0,ham
False,False,60,2,0,13,0,ham
False,False,83,3,0,11,1,ham
False,False,111,9,0,20,2,ham
False,False,40,3,0,3,0,ham
False,False,141,7,0,24,0,ham
False,True,63,2,1,9,0,spam
False,False,104,6,0,16,1,ham
False,False,133,6,0,24,1,ham
False,True,137,24,0,15,8,spam
False,False,26,0,0,8,1,ham
False,False,53,2,0,8,1,ham
False,False,70,3,0,9,0,ham
False,False,67,4,0,13,2,ham
False,False,22,1,0,4,1,ham
False,False,63,6,0,10,0,ham
False,True,95,8,1,7,0,spam
False,True,143,0,0,26,2,spam
False,False,33,7,0,3,0,ham
False,True,159,7,3,19,2,spam
False,False,74,4,0,11,0,ham
False,False,60,2,0,11,0,ham
False,False,144,5,0,23,0,ham
False,False,220,5,0,36,0,ham
False,False,55,5,1,7,0,ham
False,False,127,4,1,19,23,ham
False,False,27,2,0,3,0,ham
False,False,162,7,0,27,0,ham
False,False,112,7,0,18,0,ham
False,True,161,12,6,17,1,spam
False,True,149,2,3,17,2,spam
False,False,30,1,0,4,0,ham
False,False,3,1,0,0,0,ham
False,False,61,5,0,7,1,ham
False,True,73,3,0,9,0,spam
False,False,39,3,0,7,0,ham
False,False,103,4,0,15,1,ham
False,False,46,3,0,4,7,ham
False,True,159,7,3,18,3,spam
False,False,34,1,0,3,0,ham
False,False,37,1,0,6,0,ham
False,False,89,5,0,16,2,ham
False,False,31,2,0,4,0,ham
False,False,22,2,0,3,1,ham
False,False,36,7,0,3,0,ham
False,False,23,4,0,2,0,ham
False,False,45,3,0,6,0,ham
False,False,42,1,0,8,1,ham
False,False,40,5,0,5,1,ham
False,False,28,2,0,5,0,ham
False,False,84,4,0,11,0,ham
False,False,52,3,0,9,0,ham
False,False,78,4,0,13,1,ham
False,False,54,3,0,12,1,ham
False,True,159,2,1,24,7,spam
False,False,23,1,0,4,0,ham
False,False,93,7,0,14,0,ham
False,False,24,1,0,4,0,ham
False,False,51,1,0,10,1,ham
False,False,22,4,0,3,0,ham
False,True,149,2,3,17,2,spam
False,False,23,1,0,5,0,ham
False,False,65,5,0,12,1,ham
False,False,21,2,0,3,0,ham
False,False,29,2,0,4,0,ham
False,True,47,0,2,8,0,spam
False,True,156,4,1,19,0,spam
False,False,66,1,0,15,1,ham
False,False,32,1,0,5,1,ham
False,False,34,2,0,5,1,ham
False,False,153,8,0,22,1,ham
False,False,23,2,0,3,0,ham
False,False,32,2,0,4,1,ham
False,False,69,0,0,16,0,ham
False,False,180,7,0,25,0,ham
False,False,255,21,0,41,0,ham
False,False,31,2,0,4,0,ham
False,False,59,2,0,9,0,ham
False,True,156,4,3,23,2,spam
False,True,159,10,3,14,3,spam
False,False,138,6,0,23,2,ham
False,False,67,2,0,13,0,ham
False,False,37,3,0,5,0,ham
False,False,122,16,0,13,0,ham
False,False,29,1,0,5,0,ham
False,False,97,6,0,16,0,ham
False,True,149,2,1,22,0,spam
False,True,141,6,1,15,1,spam
False,False,76,2,0,14,0,ham
False,False,84,2,0,18,2,ham
False,False,56,7,0,9,1,ham
False,True,106,3,0,12,0,spam
False,False,36,0,0,7,1,ham
False,False,84,3,0,14,1,ham
False,False,128,3,1,15,3,ham
False,True,114,3,1,19,2,spam
False,False,96,1,0,19,0,ham
False,False,35,1,0,4,0,ham
False,False,46,6,0,5,1,ham
False,False,276,12,0,48,1,ham
False,False,25,2,0,3,1,ham
False,False,46,1,0,8,1,ham
False,False,153,13,0,24,2,ham
False,False,74,7,0,13,1,ham
False,True,154,5,0,24,1,spam
False,False,27,1,0,4,0,ham
